I (2248) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:290, [2]:377, [3]:816, [4]:1023, [5]:473, [6]:259, [7]:661, [8]:0, [9]:0
I (2268) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:287, [2]:379, [3]:1029, [4]:366, [5]:900, [6]:678, [7]:693, [8]:0, [9]:0
I (2278) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:343, [1]:293, [2]:379, [3]:708, [4]:606, [5]:440, [6]:812, [7]:661, [8]:0, [9]:0
I (2288) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:261, [2]:375, [3]:962, [4]:693, [5]:958, [6]:643, [7]:662, [8]:0, [9]:0
I (2298) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:323, [1]:265, [2]:381, [3]:703, [4]:659, [5]:435, [6]:337, [7]:666, [8]:0, [9]:0
I (2308) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:341, [1]:293, [2]:384, [3]:545, [4]:266, [5]:891, [6]:531, [7]:664, [8]:0, [9]:0
I (2318) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:262, [2]:381, [3]:527, [4]:762, [5]:971, [6]:322, [7]:681, [8]:0, [9]:0
I (2338) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:290, [2]:383, [3]:955, [4]:908, [5]:954, [6]:600, [7]:711, [8]:0, [9]:0
I (2348) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:260, [2]:374, [3]:844, [4]:796, [5]:793, [6]:396, [7]:680, [8]:0, [9]:0
I (2358) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:259, [2]:386, [3]:482, [4]:916, [5]:592, [6]:811, [7]:662, [8]:0, [9]:0
I (2368) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:261, [2]:380, [3]:629, [4]:244, [5]:222, [6]:416, [7]:677, [8]:0, [9]:0
I (2378) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:325, [1]:259, [2]:386, [3]:622, [4]:242, [5]:759, [6]:270, [7]:646, [8]:0, [9]:0
I (2388) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:286, [2]:383, [3]:616, [4]:516, [5]:797, [6]:987, [7]:652, [8]:0, [9]:0
I (2408) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:288, [2]:378, [3]:1028, [4]:601, [5]:568, [6]:434, [7]:659, [8]:0, [9]:0
I (2418) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:325, [1]:289, [2]:384, [3]:437, [4]:692, [5]:958, [6]:1015, [7]:663, [8]:0, [9]:0
I (2428) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:341, [1]:293, [2]:379, [3]:669, [4]:578, [5]:1046, [6]:385, [7]:653, [8]:0, [9]:0
I (2438) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:330, [1]:293, [2]:385, [3]:365, [4]:1010, [5]:630, [6]:323, [7]:659, [8]:0, [9]:0
I (2448) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:290, [2]:386, [3]:649, [4]:498, [5]:659, [6]:315, [7]:687, [8]:0, [9]:0
I (2458) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:262, [2]:383, [3]:393, [4]:376, [5]:738, [6]:400, [7]:665, [8]:0, [9]:0
I (2478) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:289, [2]:384, [3]:981, [4]:792, [5]:539, [6]:334, [7]:698, [8]:0, [9]:0
I (2488) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:289, [2]:388, [3]:525, [4]:252, [5]:316, [6]:758, [7]:697, [8]:0, [9]:0
I (2498) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:324, [1]:261, [2]:383, [3]:558, [4]:524, [5]:533, [6]:862, [7]:665, [8]:0, [9]:0
I (2508) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:343, [1]:293, [2]:382, [3]:617, [4]:1012, [5]:765, [6]:763, [7]:671, [8]:0, [9]:0
I (2518) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:286, [2]:383, [3]:510, [4]:501, [5]:337, [6]:379, [7]:652, [8]:0, [9]:0
I (2528) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:290, [2]:385, [3]:525, [4]:570, [5]:543, [6]:466, [7]:696, [8]:0, [9]:0
I (2548) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:259, [2]:375, [3]:805, [4]:612, [5]:326, [6]:326, [7]:645, [8]:0, [9]:0
I (2558) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:339, [1]:283, [2]:382, [3]:704, [4]:551, [5]:476, [6]:1051, [7]:683, [8]:0, [9]:0
I (2568) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:260, [2]:379, [3]:650, [4]:640, [5]:226, [6]:877, [7]:666, [8]:0, [9]:0
I (2578) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:286, [2]:385, [3]:321, [4]:521, [5]:767, [6]:348, [7]:661, [8]:0, [9]:0
I (2588) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:290, [2]:384, [3]:547, [4]:783, [5]:294, [6]:281, [7]:683, [8]:0, [9]:0
I (2598) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:289, [2]:383, [3]:630, [4]:908, [5]:773, [6]:300, [7]:687, [8]:0, [9]:0
I (2618) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:288, [2]:394, [3]:521, [4]:835, [5]:389, [6]:683, [7]:701, [8]:0, [9]:0
I (2628) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:290, [2]:384, [3]:475, [4]:766, [5]:272, [6]:485, [7]:658, [8]:0, [9]:0
I (2638) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:265, [2]:383, [3]:858, [4]:978, [5]:683, [6]:951, [7]:687, [8]:0, [9]:0
I (2648) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:262, [2]:385, [3]:257, [4]:335, [5]:510, [6]:839, [7]:691, [8]:0, [9]:0
I (2658) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:260, [2]:381, [3]:982, [4]:755, [5]:294, [6]:726, [7]:686, [8]:0, [9]:0
I (2668) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:260, [2]:389, [3]:342, [4]:956, [5]:240, [6]:444, [7]:692, [8]:0, [9]:0
I (2678) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:288, [2]:385, [3]:355, [4]:1026, [5]:994, [6]:1048, [7]:666, [8]:0, [9]:0
I (2698) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:266, [2]:384, [3]:413, [4]:381, [5]:1024, [6]:425, [7]:662, [8]:0, [9]:0
I (2708) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:334, [1]:291, [2]:378, [3]:944, [4]:1000, [5]:455, [6]:864, [7]:663, [8]:0, [9]:0
I (2718) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:341, [1]:265, [2]:383, [3]:523, [4]:285, [5]:696, [6]:719, [7]:688, [8]:0, [9]:0
I (2728) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:261, [2]:379, [3]:475, [4]:968, [5]:480, [6]:657, [7]:634, [8]:0, [9]:0
I (2738) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:283, [2]:383, [3]:443, [4]:639, [5]:612, [6]:626, [7]:673, [8]:0, [9]:0
I (2748) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:283, [2]:380, [3]:1030, [4]:611, [5]:301, [6]:245, [7]:668, [8]:0, [9]:0
I (2768) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:260, [2]:375, [3]:796, [4]:588, [5]:557, [6]:343, [7]:655, [8]:0, [9]:0
I (2778) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:342, [1]:264, [2]:383, [3]:518, [4]:874, [5]:482, [6]:991, [7]:663, [8]:0, [9]:0
I (2788) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:286, [2]:385, [3]:271, [4]:905, [5]:855, [6]:1028, [7]:686, [8]:0, [9]:0
I (2798) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:264, [2]:390, [3]:305, [4]:261, [5]:508, [6]:775, [7]:697, [8]:0, [9]:0
I (2808) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:350, [1]:293, [2]:379, [3]:916, [4]:797, [5]:565, [6]:735, [7]:665, [8]:0, [9]:0
I (2818) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:262, [2]:385, [3]:416, [4]:1035, [5]:792, [6]:734, [7]:684, [8]:0, [9]:0
I (2838) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:285, [2]:385, [3]:524, [4]:976, [5]:801, [6]:654, [7]:659, [8]:0, [9]:0
I (2848) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:257, [2]:386, [3]:361, [4]:313, [5]:257, [6]:894, [7]:674, [8]:0, [9]:0
I (2858) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:288, [2]:384, [3]:621, [4]:477, [5]:951, [6]:342, [7]:693, [8]:0, [9]:0
I (2868) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:260, [2]:381, [3]:539, [4]:1056, [5]:567, [6]:240, [7]:664, [8]:0, [9]:0
I (2878) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:259, [2]:375, [3]:883, [4]:954, [5]:826, [6]:246, [7]:658, [8]:0, [9]:0
I (2888) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:260, [2]:384, [3]:527, [4]:586, [5]:987, [6]:663, [7]:673, [8]:0, [9]:0
I (2908) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:283, [2]:389, [3]:351, [4]:919, [5]:259, [6]:984, [7]:677, [8]:0, [9]:0
I (2918) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:330, [1]:262, [2]:382, [3]:952, [4]:500, [5]:836, [6]:428, [7]:671, [8]:0, [9]:0
I (2928) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:265, [2]:376, [3]:833, [4]:711, [5]:231, [6]:777, [7]:668, [8]:0, [9]:0
I (2938) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:339, [1]:286, [2]:380, [3]:893, [4]:279, [5]:432, [6]:841, [7]:674, [8]:0, [9]:0
I (2948) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:260, [2]:381, [3]:679, [4]:781, [5]:662, [6]:591, [7]:683, [8]:0, [9]:0
I (2958) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:266, [2]:377, [3]:940, [4]:226, [5]:1014, [6]:680, [7]:685, [8]:0, [9]:0
I (2978) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:286, [2]:381, [3]:837, [4]:1026, [5]:425, [6]:982, [7]:669, [8]:0, [9]:0
I (2988) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:289, [2]:386, [3]:396, [4]:247, [5]:354, [6]:654, [7]:678, [8]:0, [9]:0
I (2998) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:290, [2]:392, [3]:663, [4]:803, [5]:255, [6]:288, [7]:663, [8]:0, [9]:0
I (3008) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:264, [2]:375, [3]:830, [4]:361, [5]:1044, [6]:323, [7]:679, [8]:0, [9]:0
I (3018) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:259, [2]:384, [3]:350, [4]:872, [5]:379, [6]:848, [7]:661, [8]:0, [9]:0
I (3028) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:324, [1]:261, [2]:377, [3]:734, [4]:604, [5]:886, [6]:987, [7]:659, [8]:0, [9]:0
I (3048) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:265, [2]:386, [3]:483, [4]:777, [5]:449, [6]:454, [7]:661, [8]:0, [9]:0
I (3058) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:290, [2]:382, [3]:729, [4]:991, [5]:524, [6]:780, [7]:667, [8]:0, [9]:0
I (3068) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:258, [2]:379, [3]:562, [4]:447, [5]:1008, [6]:838, [7]:643, [8]:0, [9]:0
I (3078) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:262, [2]:383, [3]:671, [4]:1063, [5]:999, [6]:423, [7]:691, [8]:0, [9]:0
I (3088) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:257, [2]:385, [3]:457, [4]:1062, [5]:616, [6]:862, [7]:682, [8]:0, [9]:0
I (3098) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:287, [2]:383, [3]:483, [4]:438, [5]:371, [6]:849, [7]:659, [8]:0, [9]:0
I (3118) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:323, [1]:260, [2]:379, [3]:566, [4]:890, [5]:1025, [6]:261, [7]:648, [8]:0, [9]:0
I (3128) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:288, [2]:379, [3]:1019, [4]:328, [5]:305, [6]:714, [7]:681, [8]:0, [9]:0
I (3138) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:293, [2]:378, [3]:691, [4]:695, [5]:1038, [6]:1039, [7]:650, [8]:0, [9]:0
I (3148) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:293, [2]:382, [3]:375, [4]:671, [5]:496, [6]:686, [7]:683, [8]:0, [9]:0
I (3158) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:290, [2]:381, [3]:1004, [4]:238, [5]:411, [6]:289, [7]:649, [8]:0, [9]:0
I (3178) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:263, [2]:382, [3]:905, [4]:479, [5]:904, [6]:627, [7]:696, [8]:0, [9]:0
I (3188) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:263, [2]:386, [3]:873, [4]:1005, [5]:254, [6]:1026, [7]:704, [8]:0, [9]:0
I (3198) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:344, [1]:294, [2]:385, [3]:431, [4]:766, [5]:664, [6]:1016, [7]:682, [8]:0, [9]:0
I (3208) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:288, [2]:381, [3]:671, [4]:668, [5]:719, [6]:608, [7]:692, [8]:0, [9]:0
I (3218) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:259, [2]:385, [3]:515, [4]:409, [5]:423, [6]:953, [7]:678, [8]:0, [9]:0
I (3228) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:288, [2]:385, [3]:634, [4]:509, [5]:357, [6]:684, [7]:661, [8]:0, [9]:0
I (3248) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:250, [2]:380, [3]:581, [4]:800, [5]:914, [6]:803, [7]:642, [8]:0, [9]:0
I (3258) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:334, [1]:285, [2]:382, [3]:591, [4]:539, [5]:687, [6]:222, [7]:666, [8]:0, [9]:0
I (3268) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:285, [2]:382, [3]:479, [4]:452, [5]:825, [6]:448, [7]:629, [8]:0, [9]:0
I (3278) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:344, [1]:259, [2]:380, [3]:814, [4]:481, [5]:308, [6]:926, [7]:661, [8]:0, [9]:0
I (3288) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:255, [2]:384, [3]:995, [4]:440, [5]:326, [6]:337, [7]:657, [8]:0, [9]:0
I (3298) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:330, [1]:257, [2]:385, [3]:256, [4]:539, [5]:915, [6]:827, [7]:686, [8]:0, [9]:0
I (3308) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:269, [2]:384, [3]:1025, [4]:635, [5]:991, [6]:443, [7]:679, [8]:0, [9]:0
I (3328) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:290, [2]:379, [3]:968, [4]:337, [5]:515, [6]:703, [7]:659, [8]:0, [9]:0
I (3338) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:261, [2]:389, [3]:594, [4]:853, [5]:692, [6]:340, [7]:663, [8]:0, [9]:0
I (3348) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:261, [2]:384, [3]:299, [4]:687, [5]:890, [6]:764, [7]:638, [8]:0, [9]:0
I (3358) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:261, [2]:384, [3]:252, [4]:284, [5]:607, [6]:308, [7]:665, [8]:0, [9]:0
I (3368) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:261, [2]:381, [3]:683, [4]:518, [5]:330, [6]:738, [7]:682, [8]:0, [9]:0
I (3378) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:285, [2]:385, [3]:324, [4]:941, [5]:835, [6]:644, [7]:639, [8]:0, [9]:0
I (3398) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:265, [2]:383, [3]:441, [4]:1024, [5]:742, [6]:259, [7]:673, [8]:0, [9]:0
I (3408) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:286, [2]:383, [3]:658, [4]:1063, [5]:432, [6]:580, [7]:669, [8]:0, [9]:0
I (3418) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:262, [2]:391, [3]:289, [4]:758, [5]:677, [6]:342, [7]:667, [8]:0, [9]:0
I (3428) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:265, [2]:383, [3]:500, [4]:294, [5]:357, [6]:256, [7]:663, [8]:0, [9]:0
I (3438) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:328, [1]:254, [2]:384, [3]:362, [4]:653, [5]:524, [6]:933, [7]:672, [8]:0, [9]:0
I (3448) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:325, [1]:286, [2]:385, [3]:390, [4]:743, [5]:584, [6]:354, [7]:640, [8]:0, [9]:0
I (3468) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:342, [1]:266, [2]:379, [3]:939, [4]:280, [5]:567, [6]:552, [7]:686, [8]:0, [9]:0
I (3478) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:262, [2]:385, [3]:280, [4]:381, [5]:385, [6]:265, [7]:704, [8]:0, [9]:0
I (3488) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:339, [1]:293, [2]:381, [3]:747, [4]:858, [5]:647, [6]:757, [7]:674, [8]:0, [9]:0
I (3498) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:261, [2]:384, [3]:264, [4]:256, [5]:357, [6]:269, [7]:658, [8]:0, [9]:0
I (3508) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:289, [2]:386, [3]:454, [4]:672, [5]:323, [6]:803, [7]:672, [8]:0, [9]:0
I (3518) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:323, [1]:259, [2]:381, [3]:805, [4]:539, [5]:259, [6]:343, [7]:633, [8]:0, [9]:0
I (3538) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:323, [1]:259, [2]:381, [3]:546, [4]:533, [5]:735, [6]:333, [7]:653, [8]:0, [9]:0
I (3548) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:293, [2]:381, [3]:485, [4]:949, [5]:217, [6]:223, [7]:658, [8]:0, [9]:0
I (3558) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:257, [2]:382, [3]:977, [4]:505, [5]:321, [6]:855, [7]:692, [8]:0, [9]:0
I (3568) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:259, [2]:379, [3]:764, [4]:957, [5]:896, [6]:1008, [7]:681, [8]:0, [9]:0
I (3578) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:341, [1]:287, [2]:388, [3]:265, [4]:812, [5]:364, [6]:1019, [7]:659, [8]:0, [9]:0
I (3588) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:334, [1]:284, [2]:386, [3]:448, [4]:806, [5]:1000, [6]:1028, [7]:668, [8]:0, [9]:0
I (3608) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:285, [2]:390, [3]:527, [4]:399, [5]:1036, [6]:837, [7]:677, [8]:0, [9]:0
I (3618) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:286, [2]:379, [3]:839, [4]:501, [5]:1043, [6]:1029, [7]:671, [8]:0, [9]:0
I (3628) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:287, [2]:379, [3]:947, [4]:630, [5]:1049, [6]:1043, [7]:664, [8]:0, [9]:0
I (3638) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:290, [2]:385, [3]:395, [4]:989, [5]:603, [6]:754, [7]:668, [8]:0, [9]:0
I (3648) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:332, [1]:289, [2]:380, [3]:890, [4]:674, [5]:687, [6]:325, [7]:666, [8]:0, [9]:0
I (3658) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:262, [2]:378, [3]:515, [4]:468, [5]:428, [6]:249, [7]:669, [8]:0, [9]:0
I (3678) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:289, [2]:379, [3]:921, [4]:803, [5]:288, [6]:782, [7]:668, [8]:0, [9]:0
I (3688) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:258, [2]:381, [3]:646, [4]:924, [5]:994, [6]:874, [7]:658, [8]:0, [9]:0
I (3698) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:290, [2]:379, [3]:931, [4]:335, [5]:500, [6]:886, [7]:661, [8]:0, [9]:0
I (3708) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:334, [1]:264, [2]:373, [3]:942, [4]:1030, [5]:1000, [6]:388, [7]:661, [8]:0, [9]:0
I (3718) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:262, [2]:378, [3]:928, [4]:954, [5]:1003, [6]:890, [7]:660, [8]:0, [9]:0
I (3728) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:263, [2]:386, [3]:348, [4]:667, [5]:466, [6]:423, [7]:663, [8]:0, [9]:0
I (3748) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:255, [2]:375, [3]:744, [4]:585, [5]:394, [6]:440, [7]:649, [8]:0, [9]:0
I (3758) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:285, [2]:383, [3]:384, [4]:219, [5]:830, [6]:481, [7]:669, [8]:0, [9]:0
I (3768) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:282, [2]:384, [3]:293, [4]:453, [5]:428, [6]:690, [7]:634, [8]:0, [9]:0
I (3778) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:340, [1]:261, [2]:376, [3]:719, [4]:1038, [5]:502, [6]:196, [7]:653, [8]:0, [9]:0
I (3788) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:322, [1]:259, [2]:382, [3]:709, [4]:393, [5]:565, [6]:711, [7]:659, [8]:0, [9]:0
I (3798) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:285, [2]:381, [3]:596, [4]:1067, [5]:916, [6]:836, [7]:662, [8]:0, [9]:0
I (3818) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:347, [1]:293, [2]:378, [3]:894, [4]:395, [5]:523, [6]:651, [7]:665, [8]:0, [9]:0
I (3828) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:290, [2]:382, [3]:486, [4]:240, [5]:709, [6]:601, [7]:669, [8]:0, [9]:0
I (3838) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:338, [1]:286, [2]:380, [3]:986, [4]:372, [5]:617, [6]:882, [7]:669, [8]:0, [9]:0
I (3848) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:326, [1]:287, [2]:380, [3]:617, [4]:777, [5]:1010, [6]:968, [7]:659, [8]:0, [9]:0
I (3858) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:337, [1]:288, [2]:386, [3]:250, [4]:891, [5]:964, [6]:981, [7]:674, [8]:0, [9]:0
I (3868) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:258, [2]:396, [3]:303, [4]:299, [5]:471, [6]:758, [7]:688, [8]:0, [9]:0
I (3888) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:294, [2]:378, [3]:766, [4]:304, [5]:884, [6]:425, [7]:648, [8]:0, [9]:0
I (3898) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:260, [2]:381, [3]:614, [4]:542, [5]:394, [6]:910, [7]:648, [8]:0, [9]:0
I (3908) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:327, [1]:261, [2]:382, [3]:721, [4]:549, [5]:533, [6]:397, [7]:669, [8]:0, [9]:0
I (3918) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:265, [2]:388, [3]:375, [4]:429, [5]:353, [6]:487, [7]:696, [8]:0, [9]:0
I (3928) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:286, [2]:382, [3]:571, [4]:501, [5]:590, [6]:634, [7]:650, [8]:0, [9]:0
I (3938) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:285, [2]:380, [3]:504, [4]:247, [5]:932, [6]:508, [7]:665, [8]:0, [9]:0
I (3958) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:336, [1]:260, [2]:386, [3]:418, [4]:772, [5]:781, [6]:833, [7]:707, [8]:0, [9]:0
I (3968) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:342, [1]:291, [2]:379, [3]:890, [4]:787, [5]:342, [6]:672, [7]:648, [8]:0, [9]:0
I (3978) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:335, [1]:284, [2]:380, [3]:639, [4]:1011, [5]:486, [6]:656, [7]:647, [8]:0, [9]:0
I (3988) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:333, [1]:290, [2]:378, [3]:1031, [4]:762, [5]:429, [6]:849, [7]:671, [8]:0, [9]:0
I (3998) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:343, [1]:285, [2]:377, [3]:984, [4]:810, [5]:331, [6]:638, [7]:658, [8]:0, [9]:0
I (4008) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:329, [1]:264, [2]:378, [3]:1044, [4]:704, [5]:380, [6]:629, [7]:683, [8]:0, [9]:0
I (4028) EXAMPLE: ADC1 Calibrated Voltage (mV): [0]:331, [1]:291, [2]:384, [3]:385, [4]:565, [5]:347, [6]:519, [7]:683, [8]:0, [9]:0
